x,y,name,type,adm2code,adm1code,adm1_en,adm2_en,adm0code,adm0_en,total,male,female
-72.4686483,19.0459798,Clinic Dr jean paul,hospital,HT0532,HT05,Artibonite,Verrettes,HT,Haiti,144812,72157,72655
-72.9841324,18.3534194,Clinic Espoir,hospital,HT0122,HT01,West,Petit-Goave,HT,Haiti,172965,87460,85505
-72.3157201,18.6146026,Clinic Medical,clinic,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.2122023,19.7401154,Clinic Medical de cité du peuple,clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.2194451,19.739479,Clinic Sareptha,clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.933299,19.8332992,Clinic de Reference,hospital,HT0911,HT09,North-West,Port-de-Paix,HT,Haiti,203975,98610,105365
-72.3405942,18.5279827,"Clinic de l""Espoir",clinic,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.3392421,18.5537193,Clinic medical Bon Secour,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.279258,18.6485917,"Clinico JeJica ,Medicale Communautaire Jehovah Jiré de canaan",clinic,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.5363946,18.2338686,Clinique,hospital,HT0211,HT02,South-East,Jacmel,HT,Haiti,187253,92534,94719
-72.5343145,18.23556075,Clinique (Clinic),hospital,HT0211,HT02,South-East,Jacmel,HT,Haiti,187253,92534,94719
-72.3394635,18.5384474,Clinique Beaulieu,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-73.2307837,18.3611889,Clinique Bethel,hospital,HT1013,HT10,Nippes,Fonds des Negres,HT,Haiti,33413,16729,16684
-72.2822703,18.654212,Clinique Communautaire Jésus est Le Vrai Chemin,clinic,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.7718986,18.4191243,Clinique Communautaire Men Kontre de Grand-Goâve,hospital,HT0123,HT01,West,Grand-Goave,HT,Haiti,136502,64473,72029
-72.349,18.528,Clinique Communautaire de Martissant,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.3318964,18.5426156,Clinique Dartiguenave,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.2770562,18.6516611,Clinique Dentaire,clinic,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.2494139,18.6593955,Clinique Dentaire,clinic,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.2834815,18.5685981,Clinique Dentaire beau sourire,clinic,HT0118,HT01,West,Tabarre,HT,Haiti,130283,61480,68803
-72.1821939,19.7357172,Clinique Docteur Alex G. Septimus ( C'DAGES),clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.2105381,19.7446982,Clinique Docteur Murielle,clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.2106403,19.7447198,Clinique Docteur Murielle Porthel,clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.6978576,19.1113941,Clinique Docteur Roger Larose,hospital,HT0531,HT05,Artibonite,Saint-Marc,HT,Haiti,266642,129153,137489
-72.6256637,19.4934101,Clinique Dr Baudin,hospital,HT0511,HT05,Artibonite,Gonaives,HT,Haiti,356324,171084,185240
-72.2707327474145,18.62585295,Clinique Eben-Ezer,clinic,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.2380556,18.6630522,Clinique Emmanuel,clinic,HT0132,HT01,West,Thomazeau,HT,Haiti,52960,27069,25891
-71.9550893,19.6417174,Clinique Esperance et Vie,hospital,HT0433,HT04,North-East,Terrier Rouge,HT,Haiti,30324,15283,15041
-72.2876266,18.6732452,Clinique Evangelique De La Grace,clinic,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.5703193,18.8341918,Clinique Exuline Laguèrre,hospital,HT0141,HT01,West,Arcahaie,HT,Haiti,130306,65206,65100
-72.3390688,18.5390682,Clinique Hopital le Messi,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.7845377,19.7597092,Clinique Jolivert,clinic,HT0521,HT05,Artibonite,Gros Morne,HT,Haiti,155692,78233,77459
-72.2615366,18.5745047,Clinique Le Samaritain,clinic,HT0118,HT01,West,Tabarre,HT,Haiti,130283,61480,68803
-72.1013978,18.8350137,Clinique Marianne Marseille,hospital,HT0621,HT06,Centre,Mirebalais,HT,Haiti,97755,49462,48293
-72.7004068,19.10295,Clinique Medical Docteur Auguste,hospital,HT0531,HT05,Artibonite,Saint-Marc,HT,Haiti,266642,129153,137489
-72.178579,19.724816,Clinique Medical le Lutherien,clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.0230777,19.6160569,Clinique Medicale Bethesda,clinic,HT0431,HT04,North-East,Trou du Nord,HT,Haiti,48931,24024,24907
-72.1195401,19.6720774,Clinique Medicale RJP-CRAPS,clinic,HT0313,HT03,North,Limonade,HT,Haiti,55145,27997,27148
-72.22028565,19.7372325,Clinique Medicale de Vertieres,clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-71.8377936,19.6665436,Clinique Medico Obstétrico-Gynécologique,clinic,HT0411,HT04,North-East,Fort-Liberte,HT,Haiti,34434,17014,17420
-72.081949,18.785057,Clinique Mennonite,hospital,HT0621,HT06,Centre,Mirebalais,HT,Haiti,97755,49462,48293
-72.1898438,19.7340545,Clinique Miss Eveline,clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-73.7540364,18.1960118,Clinique Médicale,hospital,HT0711,HT07,South,Les Cayes,HT,Haiti,151696,74476,77220
-72.8641042,18.4336913,Clinique Médicale Cedima,clinic,HT0122,HT01,West,Petit-Goave,HT,Haiti,172965,87460,85505
-72.0209068,19.6420598,Clinique Médicale Jehovah Rapha,clinic,HT0431,HT04,North-East,Trou du Nord,HT,Haiti,48931,24024,24907
-72.5131704,18.7698539,Clinique Médicale St Pierre,hospital,HT0141,HT01,West,Arcahaie,HT,Haiti,130306,65206,65100
-72.2765399,18.6046127,Clinique N. D. de Fatima,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.2899722,18.5384409,Clinique Neuro Psychiatrique de Port-Au-Prince,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.3325342,18.5409575,Clinique Orlo,clinic,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.10072,18.831315,Clinique Saint Pierre,hospital,HT0621,HT06,Centre,Mirebalais,HT,Haiti,97755,49462,48293
-72.025996,19.6143616,Clinique Sante Max,clinic,HT0431,HT04,North-East,Trou du Nord,HT,Haiti,48931,24024,24907
-72.9463584,19.7188574,Clinique Scolaire Bon Samaritain de Tenter,hospital,HT0523,HT05,Artibonite,Anse Rouge,HT,Haiti,43395,21763,21632
-72.0995756,18.834414,Clinique anti-tuberculose,hospital,HT0621,HT06,Centre,Mirebalais,HT,Haiti,97755,49462,48293
-72.6990733,19.1121007,Clinique d'Eusculape Docteur Yfto Mayette,hospital,HT0531,HT05,Artibonite,Saint-Marc,HT,Haiti,266642,129153,137489
-71.772496,19.5452403,Clinique de Dieu le tout Puissant,clinic,HT0421,HT04,North-East,Ouanaminthe,HT,Haiti,106129,52331,53798
-72.3255801,18.5443022,Clinique de la Sante,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.2184169,19.7388293,Clinique des Cités,clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.2887552,18.5162087,Clinique des Cèdres,clinic,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-72.3365973,18.5337303,Clinique hospitalier la Fleur du Chenne,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.2646684,18.6623806,Clinique medicale Bethel,clinic,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.3252066,18.5724072,Clinique medicale Dash,hospital,HT0117,HT01,West,Cite Soleil,HT,Haiti,265072,129887,135185
-72.6969524,19.0981774,Clinique médicale L'eternel est ma lumiere,hospital,HT0531,HT05,Artibonite,Saint-Marc,HT,Haiti,266642,129153,137489
-72.3312527,18.604112400000002,Clinique tann pou tann,hospital,HT0117,HT01,West,Cite Soleil,HT,Haiti,265072,129887,135185
-72.3379438587523,18.54012125,Clinique-Hopital Le Messie,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.6769005,19.4658904,Clinque Dentaire,hospital,HT0511,HT05,Artibonite,Gonaives,HT,Haiti,356324,171084,185240
-73.7487301,18.1937248,Clinque de la vision,hospital,HT0711,HT07,South,Les Cayes,HT,Haiti,151696,74476,77220
-72.227138,18.3146701,Cloud Forest Medical Clinic,hospital,HT0231,HT02,South-East,Belle Anse,HT,Haiti,75951,37329,38622
-73.6325356,18.3426172,Com. Bonne Fin,hospital,HT0733,HT07,South,Cavaillon,HT,Haiti,48687,25648,23039
-72.2764210762191,18.64544005,Community Hospital of Bon Repos,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.8602367,18.4338667,Complexe Materno-Medico,hospital,HT0122,HT01,West,Petit-Goave,HT,Haiti,172965,87460,85505
-71.7283056,19.5435305,Complexe Medical,clinic,HT0421,HT04,North-East,Ouanaminthe,HT,Haiti,106129,52331,53798
-73.751465,18.1940877,Complexe Medico Legal Du Sud,hospital,HT0711,HT07,South,Les Cayes,HT,Haiti,151696,74476,77220
-72.2376103,18.5960619,Complexe Médico Maison de la Santé,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.3092219,18.5574489,Complexe médical Jean Marie Ovide,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.705455,19.7014618,Corail,hospital,HT0521,HT05,Artibonite,Gros Morne,HT,Haiti,155692,78233,77459
-74.02541,18.24045,Coteaux,hospital,HT0741,HT07,South,Coteaux,HT,Haiti,21302,11122,10180
-72.510611,18.7718767,Croix Rouge Haitienne,hospital,HT0141,HT01,West,Arcahaie,HT,Haiti,130306,65206,65100
-72.3655418,18.5226879,Croix Rouge Haitienne,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.5167078,18.774319,Croix Rouge Haitienne,hospital,HT0141,HT01,West,Arcahaie,HT,Haiti,130306,65206,65100
-72.1987133,18.8153261,Croix Rouge Hatienne,hospital,HT0622,HT06,Centre,Saut d'Eau,HT,Haiti,39069,20296,18773
-72.3404836,18.5479318,Croix Rouge Haïtienne PAP,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-71.8393163,19.6653281,Croix-Rouge,hospital,HT0411,HT04,North-East,Fort-Liberte,HT,Haiti,34434,17014,17420
-72.3320662,18.5251741,Croix-Rouge Haitienne,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.6984348,19.1177386,Croix-Rouge Haitienne,hospital,HT0531,HT05,Artibonite,Saint-Marc,HT,Haiti,266642,129153,137489
-72.6177262,19.8751845,Côtes de Fer,hospital,HT0922,HT09,North-West,Anse-a-Foleur,HT,Haiti,30217,15088,15129
-73.3459488,19.778396,Côtes de Fer,hospital,HT0931,HT09,North-West,Mole Saint Nicolas,HT,Haiti,33863,17486,16377
-72.2953986448875,18.53852185,DASH,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.302777,18.544722,DELMAS CLINIC MULTIMED 2,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-73.2,18.333333,DESSALINES HOSPITAL DESSALINES CLAIRE HEUREUSE,hospital,HT0731,HT07,South,Aquin,HT,Haiti,104216,53125,51091
-72.3392537,18.5454313,DFPL/PNH,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-73.8065839,18.1603922,DISP.  ST JOSEPH,hospital,HT0712,HT07,South,Torbeck,HT,Haiti,76083,39937,36146
-72.116675,19.06666,DISPENSAIRE ABRIOT,hospital,HT0611,HT06,Centre,Hinche,HT,Haiti,120867,61178,59689
-72.9151315,19.6379695,DISPENSAIRE ATREI,hospital,HT0523,HT05,Artibonite,Anse Rouge,HT,Haiti,43395,21763,21632
-72.6635489,20.0105146,DISPENSAIRE AUX PLAINES,hospital,HT0912,HT09,North-West,La Tortue,HT,Haiti,38868,19645,19223
-72.9620389,19.9033395,DISPENSAIRE BAIE DES MOUSTIQUES,hospital,HT0911,HT09,North-West,Port-de-Paix,HT,Haiti,203975,98610,105365
-73.0631998,18.3227514,DISPENSAIRE BELLE RIVIERE,hospital,HT1011,HT10,Nippes,Miragoane,HT,Haiti,62528,31656,30872
-73.138159,19.8644769,DISPENSAIRE BON SECOURS DE CROIX SOVALE,hospital,HT0934,HT09,North-West,Jean Rabel,HT,Haiti,148416,75060,73356
-72.20557,19.684647,DISPENSAIRE CARREFOUR DES PERES,hospital,HT0323,HT03,North,Milot,HT,Haiti,31992,16101,15891
-73.5281134,18.3726541,DISPENSAIRE CHARNGEUX,hospital,HT1023,HT10,Nippes,L'Asile,HT,Haiti,41073,21485,19588
-72.3335348,19.1539841,DISPENSAIRE CHENOT,hospital,HT0541,HT05,Artibonite,Dessalines,HT,Haiti,181903,91578,90325
-72.6595403,18.3143963,DISPENSAIRE COMMUNAUTAIRE,hospital,HT0214,HT02,South-East,La Vallee,HT,Haiti,36427,19106,17321
-72.982387,19.8075922,DISPENSAIRE COMMUNAUTAIRE DE BEAUCHAMPS,hospital,HT0911,HT09,North-West,Port-de-Paix,HT,Haiti,203975,98610,105365
-72.903276,19.7774075,DISPENSAIRE COMMUNAUTAIRE DE FOISON,hospital,HT0913,HT09,North-West,Bassin Bleu,HT,Haiti,63446,31688,31758
-72.9569136,18.8217005,DISPENSAIRE COMMUNAUTAIRE DE GRANDE SOURCE,hospital,HT0151,HT01,West,Anse a Galets,HT,Haiti,62559,31372,31187
-72.9460177,18.7877784,DISPENSAIRE COMMUNAUTAIRE DE MARE SUCRIN,hospital,HT0151,HT01,West,Anse a Galets,HT,Haiti,62559,31372,31187
-73.1975999,18.4220769,DISPENSAIRE COMMUNAUTAIRE DE MUSSOTTE,hospital,HT1014,HT10,Nippes,Paillant,HT,Haiti,17332,8791,8541
-72.6216156,19.5160391,DISPENSAIRE COMMUNAUTAIRE DE POTEAU,hospital,HT0511,HT05,Artibonite,Gonaives,HT,Haiti,356324,171084,185240
-73.1082535,19.8034146,DISPENSAIRE COMMUNAUTAIRE KA PHILIPPE,hospital,HT0934,HT09,North-West,Jean Rabel,HT,Haiti,148416,75060,73356
-71.8106291,19.497521,DISPENSAIRE D'ACUL DES PINS,hospital,HT0421,HT04,North-East,Ouanaminthe,HT,Haiti,106129,52331,53798
-71.8819053,19.5206348,DISPENSAIRE D'ACUL SAMEDI,hospital,HT0411,HT04,North-East,Fort-Liberte,HT,Haiti,34434,17014,17420
-72.7274954,19.7314121,DISPENSAIRE DAVID,hospital,HT0521,HT05,Artibonite,Gros Morne,HT,Haiti,155692,78233,77459
-72.1142344,19.4694151,DISPENSAIRE DE BAHON,hospital,HT0332,HT03,North,Bahon,HT,Haiti,23251,11763,11488
-71.7826412,18.8006833,DISPENSAIRE DE BAPTISTE,hospital,HT0632,HT06,Centre,Belladere,HT,Haiti,86612,44512,42100
-72.32081,19.452354,DISPENSAIRE DE BAS DE SAULT,hospital,HT0551,HT05,Artibonite,Saint-Michel de l'Attalaye,HT,Haiti,150511,74409,76102
-72.4783435,19.4102119,DISPENSAIRE DE BAYONNAIS,hospital,HT0511,HT05,Artibonite,Gonaives,HT,Haiti,356324,171084,185240
-71.750002,19.0499988,DISPENSAIRE DE BOCBANIC,hospital,HT0642,HT06,Centre,Thomassique,HT,Haiti,63224,31908,31316
-71.8629866,19.3287537,DISPENSAIRE DE BOIS DE LAURENCE,hospital,HT0443,HT04,North-East,Mombin Crochu,HT,Haiti,34700,17367,17333
-73.0944069,19.7647777,DISPENSAIRE DE BOUCAN PATRIOT,hospital,HT0934,HT09,North-West,Jean Rabel,HT,Haiti,148416,75060,73356
-74.35058,18.490001,DISPENSAIRE DE BOURDON,hospital,HT0815,HT08,Grande'Anse,Chambellan,HT,Haiti,26459,13577,12882
-73.0139765,19.8751312,DISPENSAIRE DE CABARET,hospital,HT0934,HT09,North-West,Jean Rabel,HT,Haiti,148416,75060,73356
-72.181108,19.6418221,DISPENSAIRE DE CADUSH,hospital,HT0312,HT03,North,Quartier Morin,HT,Haiti,27359,13931,13428
-71.8306882,19.3778042,DISPENSAIRE DE CARICE,hospital,HT0442,HT04,North-East,Carice,HT,Haiti,13615,6903,6712
-74.0000479,18.5366964,DISPENSAIRE DE CARREFOUR - CHARLES,hospital,HT0832,HT08,Grande'Anse,Roseaux,HT,Haiti,35756,18981,16775
-72.3852333,18.7971481,DISPENSAIRE DE CASALE,hospital,HT0142,HT01,West,Cabaret,HT,Haiti,68245,33888,34357
-73.883,18.2,DISPENSAIRE DE CHANTAL,hospital,HT0713,HT07,South,Chantal,HT,Haiti,34121,17942,16179
-73.9093973,18.1739112,DISPENSAIRE DE CHATEAU,hospital,HT0723,HT07,South,Arniquet,HT,Haiti,29180,15714,13466
-72.1499992,19.1666662,DISPENSAIRE DE CINQUIEME,hospital,HT0612,HT06,Centre,Maissade,HT,Haiti,58942,30322,28620
-71.9526181,18.7644266,DISPENSAIRE DE COLOMBIER,hospital,HT0621,HT06,Centre,Mirebalais,HT,Haiti,97755,49462,48293
-72.4782751,19.2809669,DISPENSAIRE DE COUPE A L'INDE,hospital,HT0541,HT05,Artibonite,Dessalines,HT,Haiti,181903,91578,90325
-71.8857568,19.5592012,DISPENSAIRE DE DANDA,hospital,HT0433,HT04,North-East,Terrier Rouge,HT,Haiti,30324,15283,15041
-73.3938075,19.7060127,DISPENSAIRE DE DESFORGES,hospital,HT0933,HT09,North-West,Bombardopolis,HT,Haiti,36028,18505,17523
-72.7078345,19.9245481,DISPENSAIRE DE DESGRANGES,hospital,HT0921,HT09,North-West,Saint-Louis du Nord,HT,Haiti,116350,56426,59924
-73.9010862,18.4350786,DISPENSAIRE DE DUCHITY,hospital,HT0834,HT08,Grande'Anse,Pestel,HT,Haiti,44659,23820,20839
-73.8875046,18.2345147,DISPENSAIRE DE DUCIS,hospital,HT0712,HT07,South,Torbeck,HT,Haiti,76083,39937,36146
-72.0499892,19.4833209,DISPENSAIRE DE DUPITY,hospital,HT0432,HT04,North-East,Sainte Suzanne,HT,Haiti,28031,14585,13446
-73.2091171,19.7486546,DISPENSAIRE DE DUPRE,hospital,HT0932,HT09,North-West,Baie de Henne,HT,Haiti,27283,14020,13263
-71.7799262,19.6162125,DISPENSAIRE DE FERRIER,hospital,HT0412,HT04,North-East,Ferrier,HT,Haiti,14642,7526,7116
-72.5062532,19.6296316,DISPENSAIRE DE GOBERT,hospital,HT0371,HT03,North,Plaisance,HT,Haiti,69583,34467,35116
-73.0780392,19.8009061,DISPENSAIRE DE GOMBO,hospital,HT0934,HT09,North-West,Jean Rabel,HT,Haiti,148416,75060,73356
-72.1852564,19.6225118,DISPENSAIRE DE GRAND PRE,hospital,HT0312,HT03,North,Quartier Morin,HT,Haiti,27359,13931,13428
-73.2053521,19.8377229,DISPENSAIRE DE GRANDE LISON,hospital,HT0934,HT09,North-West,Jean Rabel,HT,Haiti,148416,75060,73356
-71.9958012,19.4779699,DISPENSAIRE DE GROSSE ROCHE,hospital,HT0441,HT04,North-East,Vallieres,HT,Haiti,23536,12173,11363
-73.1334573,19.8305534,DISPENSAIRE DE GUINAUDEE,hospital,HT0934,HT09,North-West,Jean Rabel,HT,Haiti,148416,75060,73356
-72.87487,19.742894,DISPENSAIRE DE HAUT MOUSTIQUE,hospital,HT0913,HT09,North-West,Bassin Bleu,HT,Haiti,63446,31688,31758
-73.2689589,18.4249544,DISPENSAIRE DE JAVEL (FERME),hospital,HT1021,HT10,Nippes,Anse-a-Veau,HT,Haiti,34613,18320,16293
-73.4150955,18.3834476,DISPENSAIRE DE L'AZILE,hospital,HT1023,HT10,Nippes,L'Asile,HT,Haiti,41073,21485,19588
-72.2901929,19.2519785,DISPENSAIRE DE L'ERMITHE,hospital,HT0551,HT05,Artibonite,Saint-Michel de l'Attalaye,HT,Haiti,150511,74409,76102
-72.05,19.166674,DISPENSAIRE DE LA BELONNE,hospital,HT0611,HT06,Centre,Hinche,HT,Haiti,120867,61178,59689
-72.2804964,19.4512932,DISPENSAIRE DE LALOMAS,hospital,HT0551,HT05,Artibonite,Saint-Michel de l'Attalaye,HT,Haiti,150511,74409,76102
-74.137917,18.5952867,DISPENSAIRE DE LATIBOLIERE,hospital,HT0811,HT08,Grande'Anse,Jeremie,HT,Haiti,134317,68644,65673
-73.0921526,18.3401812,DISPENSAIRE DE LHOMON,hospital,HT0731,HT07,South,Aquin,HT,Haiti,104216,53125,51091
-72.1388869,19.1763164,DISPENSAIRE DE MAISSADE,hospital,HT0612,HT06,Centre,Maissade,HT,Haiti,58942,30322,28620
-72.4318676,19.3144184,DISPENSAIRE DE MAMONT,hospital,HT0551,HT05,Artibonite,Saint-Michel de l'Attalaye,HT,Haiti,150511,74409,76102
-74.4491912,18.4413739,DISPENSAIRE DE MANDOU,hospital,HT0821,HT08,Grande'Anse,Anse d'Hainault,HT,Haiti,36401,19175,17226
-71.97165,18.264678,DISPENSAIRE DE MAPOU,hospital,HT0231,HT02,South-East,Belle Anse,HT,Haiti,75951,37329,38622
-72.7911978,20.0365291,DISPENSAIRE DE MARE ROUGE,hospital,HT0912,HT09,North-West,La Tortue,HT,Haiti,38868,19645,19223
-74.2089422,18.5872568,DISPENSAIRE DE MARFRANC,hospital,HT0811,HT08,Grande'Anse,Jeremie,HT,Haiti,134317,68644,65673
-71.9834955,19.0662891,DISPENSAIRE DE MARMONT,hospital,HT0611,HT06,Centre,Hinche,HT,Haiti,120867,61178,59689
-73.9975895,18.4772919,DISPENSAIRE DE MOMBIN,hospital,HT0833,HT08,Grande'Anse,Beaumont,HT,Haiti,31580,16397,15183
-72.8082987,20.0334725,DISPENSAIRE DE MONTRY,hospital,HT0912,HT09,North-West,La Tortue,HT,Haiti,38868,19645,19223
-74.2562496,18.5597133,DISPENSAIRE DE MORON (NOTRE DAME DE LOURDES),hospital,HT0814,HT08,Grande'Anse,Moron,HT,Haiti,31157,16330,14827
-72.5321328,19.2319428,DISPENSAIRE DE NIEL,hospital,HT0541,HT05,Artibonite,Dessalines,HT,Haiti,181903,91578,90325
-71.89257,19.159679,DISPENSAIRE DE OUANGOUMAN,hospital,HT0611,HT06,Centre,Hinche,HT,Haiti,120867,61178,59689
-72.9406632,19.8311733,DISPENSAIRE DE PASSE CADABOIS,hospital,HT0911,HT09,North-West,Port-de-Paix,HT,Haiti,203975,98610,105365
-72.550728,19.2301245,DISPENSAIRE DE PELISSIER,hospital,HT0541,HT05,Artibonite,Dessalines,HT,Haiti,181903,91578,90325
-72.57187,19.812163,DISPENSAIRE DE PETIT BOURG DE BORGNE,hospital,HT0351,HT03,North,Borgne,HT,Haiti,66921,33332,33589
-72.4532543,19.7212848,DISPENSAIRE DE PETIT BOURG DE PORT-MARGOT,hospital,HT0352,HT03,North,Port-Margot,HT,Haiti,49879,25067,24812
-73.1711233,19.7211433,DISPENSAIRE DE PETITE RIVIERE,hospital,HT0932,HT09,North-West,Baie de Henne,HT,Haiti,27283,14020,13263
-73.242491,18.47629,DISPENSAIRE DE PETITE RIVIERE DE NIPPES,hospital,HT1012,HT10,Nippes,Petite Riviere de Nippes,HT,Haiti,28553,15056,13497
-74.1574554,18.5363885,DISPENSAIRE DE PREVILE,hospital,HT0811,HT08,Grande'Anse,Jeremie,HT,Haiti,134317,68644,65673
-73.8839459,18.3369644,DISPENSAIRE DE RHE,hospital,HT0714,HT07,South,Camp-Perrin,HT,Haiti,45043,23695,21348
-72.2585898,19.6162043,DISPENSAIRE DE ROBILLARD,hospital,HT0322,HT03,North,Plaine du Nord,HT,Haiti,41255,20212,21043
-71.9756669,19.556371,DISPENSAIRE DE ROCHES PLATES,hospital,HT0431,HT04,North-East,Trou du Nord,HT,Haiti,48931,24024,24907
-74.0156629,18.5991791,DISPENSAIRE DE ROSEAUX,hospital,HT0832,HT08,Grande'Anse,Roseaux,HT,Haiti,35756,18981,16775
-72.0889404,19.583377,DISPENSAIRE DE SAINTE - SUZANNE,hospital,HT0432,HT04,North-East,Sainte Suzanne,HT,Haiti,28031,14585,13446
-72.0047921,18.8006006,DISPENSAIRE DE SARAZIN,hospital,HT0621,HT06,Centre,Mirebalais,HT,Haiti,97755,49462,48293
-72.0047156,18.8004374,DISPENSAIRE DE SARAZIN,hospital,HT0621,HT06,Centre,Mirebalais,HT,Haiti,97755,49462,48293
-72.0781965,18.5861449,DISPENSAIRE DE SAVANNE CABRI,hospital,HT0133,HT01,West,Ganthier,HT,Haiti,62534,31413,31121
-72.5667516,18.8198069,DISPENSAIRE DE ST ART,hospital,HT0141,HT01,West,Arcahaie,HT,Haiti,130306,65206,65100
-72.2272676,19.6330237,DISPENSAIRE DE THILBAULT,hospital,HT0323,HT03,North,Milot,HT,Haiti,31992,16101,15891
-71.8392639,19.0827017,DISPENSAIRE DE THOMASSIQUE,hospital,HT0642,HT06,Centre,Thomassique,HT,Haiti,63224,31908,31316
-73.2176671,18.9154149,DISPENSAIRE DE TOMARIN,hospital,HT0152,HT01,West,Pointe a Raquette,HT,Haiti,24518,12750,11768
-72.2880292805094,19.6249451,DISPENSAIRE DE TOVAR,hospital,HT0321,HT03,North,Acul du Nord,HT,Haiti,55908,28199,27709
-72.6580024,19.7622343,DISPENSAIRE DE TREUIL,hospital,HT0521,HT05,Artibonite,Gros Morne,HT,Haiti,155692,78233,77459
-71.9206313,19.4348846,DISPENSAIRE DE VALLIERES,hospital,HT0441,HT04,North-East,Vallieres,HT,Haiti,23536,12173,11363
-72.6726632,19.7715109,DISPENSAIRE DE VERNEUIL,hospital,HT0521,HT05,Artibonite,Gros Morne,HT,Haiti,155692,78233,77459
-72.6969345,19.9129827,DISPENSAIRE DE ZABRICO,hospital,HT0921,HT09,North-West,Saint-Louis du Nord,HT,Haiti,116350,56426,59924
-72.5797423,19.2607827,DISPENSAIRE DESEAUX,hospital,HT0541,HT05,Artibonite,Dessalines,HT,Haiti,181903,91578,90325
-72.8865222,19.5898729,DISPENSAIRE FIGUIER,hospital,HT0523,HT05,Artibonite,Anse Rouge,HT,Haiti,43395,21763,21632
-72.3537369,19.2898147,DISPENSAIRE GADE BAPTISTE,hospital,HT0551,HT05,Artibonite,Saint-Michel de l'Attalaye,HT,Haiti,150511,74409,76102
-71.9181921,18.1865188,DISPENSAIRE GRAND GOSIER,hospital,HT0233,HT02,South-East,Thiotte,HT,Haiti,34925,17465,17460
-72.4301595,19.1443358,DISPENSAIRE GRANDE HATTE,hospital,HT0541,HT05,Artibonite,Dessalines,HT,Haiti,181903,91578,90325
-71.9261953,18.9569869,DISPENSAIRE HOYE,hospital,HT0613,HT06,Centre,Thomonde,HT,Haiti,61880,32370,29510
-73.0211734,19.6627432,DISPENSAIRE ILODEP,hospital,HT0523,HT05,Artibonite,Anse Rouge,HT,Haiti,43395,21763,21632
-72.3078239,19.6390512,DISPENSAIRE LA BRUYERE,hospital,HT0321,HT03,North,Acul du Nord,HT,Haiti,55908,28199,27709
